2019-01-09 11:33:39.504 INFO  o.s.c.a.AnnotationConfigApplicationContext - Refreshing org.springframework.context.annotation.AnnotationConfigApplicationContext@52d239ba: startup date [Wed Jan 09 11:33:39 CST 2019]; root of context hierarchy
2019-01-09 11:33:39.587 INFO  o.h.v.internal.util.Version - HV000001: Hibernate Validator 5.2.4.Final
2019-01-09 11:33:39.671 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'configurationPropertiesRebinderAutoConfiguration' of type [class org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$e45cc05e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-01-09 11:33:39.922 INFO  com.mars.App - No active profile set, falling back to default profiles: default
2019-01-09 11:33:39.935 INFO  o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@765df79d: startup date [Wed Jan 09 11:33:39 CST 2019]; parent: org.springframework.context.annotation.AnnotationConfigApplicationContext@52d239ba
2019-01-09 11:33:40.542 INFO  o.s.c.c.scope.GenericScope - BeanFactory id=7516742f-815a-3c08-9f6c-c237398afb80
2019-01-09 11:33:40.567 INFO  o.s.c.s.PostProcessorRegistrationDelegate$BeanPostProcessorChecker - Bean 'org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration' of type [class org.springframework.cloud.autoconfigure.ConfigurationPropertiesRebinderAutoConfiguration$$EnhancerBySpringCGLIB$$e45cc05e] is not eligible for getting processed by all BeanPostProcessors (for example: not eligible for auto-proxying)
2019-01-09 11:33:40.738 INFO  o.s.b.c.e.t.TomcatEmbeddedServletContainer - Tomcat initialized with port(s): 80 (http)
2019-01-09 11:33:40.744 INFO  o.a.c.core.StandardService - Starting service Tomcat
2019-01-09 11:33:40.744 INFO  o.a.c.core.StandardEngine - Starting Servlet Engine: Apache Tomcat/8.5.4
2019-01-09 11:33:40.803 INFO  o.a.c.c.C.[.[localhost].[/] - Initializing Spring embedded WebApplicationContext
2019-01-09 11:33:40.803 INFO  o.s.web.context.ContextLoader - Root WebApplicationContext: initialization completed in 868 ms
2019-01-09 11:33:40.960 INFO  o.s.b.w.s.ServletRegistrationBean - Mapping servlet: 'dispatcherServlet' to [/]
2019-01-09 11:33:40.963 INFO  o.s.b.w.s.FilterRegistrationBean - Mapping filter: 'metricFilter' to: [/*]
